seq_no|Company|Supplier Invoice Document|Invoice Date|Invoice Line Amount|Invoice Created Date|Purchase Orders|Purchase Order Line|Item|Unit of Measure|Distribution Quantity|Line Description|Unit Cost|Supplier|Supplier ID|Ledger Account|Spend Category|Cost Center|Cost Center ID|Payment Status|Payment Date|FY25?|Check Number|Freight Amount|Other Charges|Invoice Status|Supplier Invoice Line Distribution|Invoice Total Amount|Derived Invoice Line Amount|CCHS_Description|UMass_Description 
15203727|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-589351|3/1/2025|83.16|3/1/2025|PO-233709|PO-233709 - Line 1|ITM-416924 - PAD PREP ALCOHOL 2 PLY STERILE MEDIUM|Case|4.0|ITM-416924 - PAD PREP ALCOHOL 2 PLY STERILE MEDIUM|20.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 3692 Radiation Oncology|CC250803692|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-589351 - ITM-416924 - PAD PREP ALCOHOL 2 PLY STERILE MEDIUM - 83.16|83.16|83.16|PAD,PREP,ALCOHOL,STRL,MEDIUM,2-PLY|ITM-416924 - PAD PREP ALCOHOL 2 PLY STERILE MEDIUM
15203732|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-589360|3/1/2025|180.0|3/1/2025|PO-234040|PO-234040 - Line 3|ITM-401758 - CAP SYRINGE LUER LOCK STER|Case|1.0|ITM-401758 - CAP SYRINGE LUER LOCK STER|180.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 3825 Anesthesiology|CC250803825|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-589360 - ITM-401758 - CAP SYRINGE LUER LOCK STER - 180|303.6|180.0|6ml luer lock syringe|ITM-401758 - CAP SYRINGE LUER LOCK STER
15203787|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-589408|3/1/2025|114.4|3/1/2025|PO-234071|PO-234071 - Line 2|ITM-429465 - LOOP VESSEL MINI RED|Case|1.0|ITM-429465 - LOOP VESSEL MINI RED|114.4|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-589408 - ITM-429465 - LOOP VESSEL MINI RED - 114.4|7660.72|114.4|LOOP, VESSEL RED MINI|ITM-429465 - LOOP VESSEL MINI RED
15203794|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-589408|3/1/2025|221.9|3/1/2025|PO-234071|PO-234071 - Line 3|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|Box|2.0|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|110.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|3/31/2025|Yes|1609240.0|0|0|Approved|Supplier Invoice: SINV-589408 - ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG - 221.9|7660.72|221.9|DRESSING FOAM ANTIMICROBIAL BORDER SELF ADHERENT WATERPROOF SILVER LATEX FREE ST|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG
15205776|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-589997|3/3/2025|101.41|3/3/2025|PO-228847|PO-228847 - Line 1|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|Case|1.0|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|101.41|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 2110 Operating Room|CC250802110|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-589997 - ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN - 101.41|126.17|101.41|DRAPE SURGICAL ISOLATION WITH IOBAN 2 INCISE FILM POUCH PLASTIC STERI-DRAPE LARG|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN
15205780|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-590001|3/3/2025|118.74|3/3/2025|PO-234598|PO-234598 - Line 2|ITM-403335 - SUTURE MONOCRYL UNDYED 3-0 SH 27IN|Box|2.0|ITM-403335 - SUTURE MONOCRYL UNDYED 3-0 SH 27IN|59.37|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 2110 Operating Room|CC240502110|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-590001 - ITM-403335 - SUTURE MONOCRYL UNDYED 3-0 SH 27IN - 118.74|1052.3|118.74|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|ITM-403335 - SUTURE MONOCRYL UNDYED 3-0 SH 27IN
15205797|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-590013|3/3/2025|23.85|3/3/2025|PO-232129|PO-232129 - Line 1|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|Each|3.0|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|7.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3002 Chadwick Sq Internal Medicine|CC340003002|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-590013 - ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT - 23.85|23.85|23.85|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT
15205843|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-590043|3/3/2025|117.51|3/3/2025|PO-234629|PO-234629 - Line 2|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|Case|1.0|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|117.51|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-590043 - ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM - 117.51|3715.37|117.51|PACK, ARTHROSCOPY KNEE CUSTOM|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM
15205863|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-590056|3/3/2025|810.79|3/3/2025|PO-234454|PO-234454 - Line 2|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|1.0|ITM-429806 - PACK KIDNEY TRANSPLANT|810.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-590056 - ITM-429806 - PACK KIDNEY TRANSPLANT - 810.79|8470.33|810.79|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
15205878|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-590067|3/3/2025|79.5|3/3/2025|PO-232638|PO-232638 - Line 2|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|Each|10.0|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|7.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 4126 Oncology Infusion|CC100204126|Paid|4/2/2025|Yes|1634058.0|0|0|Approved|Supplier Invoice: SINV-590067 - ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT - 79.5|79.5|79.5|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT
15212138|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-592868|3/5/2025|175.9|3/5/2025|PO-235239|PO-235239 - Line 1|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|Case|10.0|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|17.59|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 1506 Ophthalmology Northboro|CC340001506|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592868 - ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE - 175.9|209.02|175.9|PAD,PREP,ALCOHOL,LARGE,2-PLY,STERILE|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE
15212139|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-592868|3/5/2025|33.12|3/5/2025|PO-235239|PO-235239 - Line 2|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|Case|1.0|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL|33.12|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 1506 Ophthalmology Northboro|CC340001506|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592868 - ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL - 33.12|209.02|33.12|BATTERY,ALKALINE,ENERGIZER,1.5V,AA|ITM-429664 - BATTERY ALKALINE SIZE AA 1.5V ENERGIZER INDUSTRIAL
15212166|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-592882|3/5/2025|46.82|3/5/2025|PO-235545|PO-235545 - Line 3|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN|Case|1.0|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN|46.82|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592882 - ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN - 46.82|138.43|46.82|WIPE,CLEANING,EASY,SCREEN|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN
15212253|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-592941|3/5/2025|262.08|3/5/2025|PO-234483|PO-234483 - Line 1||Case|3.0|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR|87.36|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 0704 Maternity Center|CC100100704|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592941  - 262.08|262.08|262.08|SYRINGE ORAL CLEAR 1ML|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR
15212286|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-592961|3/5/2025|262.08|3/5/2025|PO-233330|PO-233330 - Line 1||Case|3.0|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR|87.36|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 0704 Maternity Center|CC100100704|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592961  - 262.08|262.08|262.08|SYRINGE ORAL CLEAR 1ML|[ Catalog: SWD901014 ] SYRINGE,ORAL,1ML,CLEAR
15212322|C210 Marlborough Hospital|Supplier Invoice: SINV-592989|3/5/2025|1184.1|3/5/2025|PO-221870|PO-221870 - Line 1||Each|1.0|[ Catalog: MLA0240215 ] PUMP,BREAST,SYMPHONY PLUS|1184.1|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Equipment Purchase Expense|21000 - 0226 Nursing 2|CC210000226|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-592989  - 1184.1|1184.1|1184.1|KIT,BREAST SYMPHONY|[ Catalog: MLA0240215 ] PUMP,BREAST,SYMPHONY PLUS
15212406|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-593040|3/5/2025|810.79|3/5/2025|PO-234941|PO-234941 - Line 7|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|1.0|ITM-429806 - PACK KIDNEY TRANSPLANT|810.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-593040 - ITM-429806 - PACK KIDNEY TRANSPLANT - 810.79|18891.74|810.79|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
15215751|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-594823|3/6/2025|83.0|3/6/2025|PO-235640|PO-235640 - Line 2|ITM-401764 - CATHETER IV SAF-T-INTIMA 24G X 3/4IN|Box|1.0|ITM-401764 - CATHETER IV SAF-T-INTIMA 24G X 3/4IN|83.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 3800 Pharmacy|CC100103800|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-594823 - ITM-401764 - CATHETER IV SAF-T-INTIMA 24G X 3/4IN - 83|83.0|83.0|CATH, IV SAF-T-INTIMA 24G X 3/4 INCH|ITM-401764 - CATHETER IV SAF-T-INTIMA 24G X 3/4IN
15215757|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-594827|3/6/2025|202.82|3/6/2025|PO-232430|PO-232430 - Line 1|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|Case|2.0|[ Catalog: MMM6619 ] MBO-DRAPE,STERIDRAPE,ISLTION,LG W/ACCESS|101.41|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|25080 - 2110 Operating Room|CC250802110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-594827 - ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN - 202.82|252.34|202.82|MBO-DRAPE,STERIDRAPE,ISLTION,LG W/ACCESS|[ Catalog: MMM6619 ] MBO-DRAPE,STERIDRAPE,ISLTION,LG W/ACCESS
15215835|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-594878|3/6/2025|221.9|3/6/2025|PO-235574|PO-235574 - Line 2|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|Box|2.0|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|110.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-594878 - ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG - 221.9|581.01|221.9|DRESSING FOAM ANTIMICROBIAL BORDER SELF ADHERENT WATERPROOF SILVER LATEX FREE ST|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG
15215958|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-594948|3/6/2025|389.4|3/6/2025|PO-235554|PO-235554 - Line 2|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|2.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-594948 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 389.4|548.78|389.4|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
15218799|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-596589|3/7/2025|893.0|3/7/2025|PO-235828|PO-235828 - Line 2|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2|Box|1.0|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2|893.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 1710 Respiratory Therapy|CC100101710|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-596589 - ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2 - 893|3356.9|893.0|CANNULA NASAL FLEX TUB OPTIFLOW JR 2 XL|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2
15218800|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-596589|3/7/2025|893.0|3/7/2025|PO-235828|PO-235828 - Line 3|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2|Box|1.0|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2|893.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 1710 Respiratory Therapy|CC100101710|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-596589 - ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2 - 893|3356.9|893.0|CANNULA NASAL FLEX TUB OPTIFLOW JR 2 XL|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2
15219045|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-596724|3/7/2025|106.2|3/7/2025|PO-235981|PO-235981 - Line 2||Box|2.0|[ Catalog: OBPC020100Z ] [ Item: ITM-443578 ] SPECULUM,VAGINAL,ER,BUILT IN LIGHT,S|53.1|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24060 - 3145 Fitchburg Residency|CC240603145|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-596724  - 106.2|1770.84|106.2|SPECULUM,VAGINAL,ER,BUILT IN LIGHT,S|[ Catalog: OBPC020100Z ] [ Item: ITM-443578 ] SPECULUM,VAGINAL,ER,BUILT IN LIGHT,S
15219068|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-596740|3/7/2025|1406.25|3/7/2025|PO-235835|PO-235835 - Line 2|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|Case|1.0|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1406.25|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-596740 - ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST - 1406.25|1673.42|1406.25|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST
15220493|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-597952|3/8/2025|50.48|3/8/2025|PO-228907|PO-228907 - Line 1|ITM-411532 - SUTURE VICRYL PLUS ANTIBACTERIAL UNDYED BRAIDED 2-0 3-18IN|Box|1.0|ITM-411532 - SUTURE VICRYL PLUS ANTIBACTERIAL UNDYED BRAIDED 2-0 3-18IN|50.48|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2110 Operating Room|CC100102110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-597952 - ITM-411532 - SUTURE VICRYL PLUS ANTIBACTERIAL UNDYED BRAIDED 2-0 3-18IN - 50.48|50.48|50.48|SUTURE, 0 3-18IN VICRYL ANTIBACTERIAL UNDYED BRAIDED|ITM-411532 - SUTURE VICRYL PLUS ANTIBACTERIAL UNDYED BRAIDED 2-0 3-18IN
15220508|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-597963|3/8/2025|1621.58|3/8/2025|PO-236491|PO-236491 - Line 9|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|2.0|ITM-429806 - PACK KIDNEY TRANSPLANT|810.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/4/2025|Yes|1634816.0|0|0|Approved|Supplier Invoice: SINV-597963 - ITM-429806 - PACK KIDNEY TRANSPLANT - 1621.58|8057.81|1621.58|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
15222558|C710 Community Healthlink, Inc.|Supplier Invoice: SINV-598551|3/10/2025|9.74|3/10/2025|PO-236940|PO-236940 - Line 1||Box|1.0|[ Catalog: MPHB9VZ ] BATTERY, ALKALINE, MEDCELL, 9V|9.74|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|71000 - 0782 MYR (inactive)|CC710000782|Paid|4/7/2025|Yes|1634913.0|0|0|Approved|Supplier Invoice: SINV-598551  - 9.74|46.01|9.74|BATTERY, ALKALINE, MEDCELL, 1.5V, AA|[ Catalog: MPHB9VZ ] BATTERY, ALKALINE, MEDCELL, 9V
15227873|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-601830|3/12/2025|810.79|3/12/2025|PO-237425|PO-237425 - Line 7|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|1.0|ITM-429806 - PACK KIDNEY TRANSPLANT|810.79|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-601830 - ITM-429806 - PACK KIDNEY TRANSPLANT - 810.79|14022.15|810.79|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
15228178|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-602052|3/12/2025|1406.25|3/12/2025|PO-237304|PO-237304 - Line 3|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|Case|1.0|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1406.25|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-602052 - ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST - 1406.25|2599.02|1406.25|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST
15230822|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-603460|3/13/2025|1406.25|3/13/2025|PO-238154|PO-238154 - Line 4|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|Case|1.0|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1406.25|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2552 Central Sterile Hahnemann|CC100102552|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-603460 - ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST - 1406.25|1668.19|1406.25|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST
15231003|C710 Community Healthlink, Inc.|Supplier Invoice: SINV-603586|3/13/2025|35.83|3/13/2025|PO-238103|PO-238103 - Line 1||Box|1.0|[ Catalog: MPH12025HCG ] [ Item: ITM-467610 ] TEST,HCG,PREGNANCY,URINE,CASS, 25 MIU|35.83|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|71000 - 0125 ATS|CC710000125|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-603586  - 35.83|35.83|35.83|TEST,HCG,PREGNANCY,URINE,CASS, 25 MIU|[ Catalog: MPH12025HCG ] [ Item: ITM-467610 ] TEST,HCG,PREGNANCY,URINE,CASS, 25 MIU
15231093|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-603661|3/13/2025|23.46|3/13/2025|PO-237699|PO-237699 - Line 1|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD|Case|1.0|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD|23.46|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24060 - 4088 Cancer Center|CC240604088|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-603661 - ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD - 23.46|23.46|23.46|BANDAGE ADHESIVE FABRIC LATEX FREE CURAD BLUE 1X3IN|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD
15231116|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-603684|3/13/2025|521.5|3/13/2025|PO-238387|PO-238387 - Line 2||Case - CA|1.0|[ Catalog: DYND04146 ] [ Item: ITM-435916 ] ADULT MAGILL FCP|521.5|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2340 Emergency Room|CC100102340|Paid|4/9/2025|Yes|1659928.0|0|0|Approved|Supplier Invoice: SINV-603684  - 521.5|521.5|521.5|FORCEPS, MAGILL ADULT|[ Catalog: DYND04146 ] [ Item: ITM-435916 ] ADULT MAGILL FCP
